race,index,age,gender,false_accepts,total_pairs,fsr,distance_threshold
Latino_Hispanic,8208,50-59,Male,0,4,0.0,1.0
Latino_Hispanic,9053,50-59,Female,1,4,0.25,1.0
Latino_Hispanic,5714,50-59,Female,0,4,0.0,1.0
Latino_Hispanic,9540,50-59,Female,0,4,0.0,1.0
Latino_Hispanic,10091,50-59,Female,0,4,0.0,1.0
Latino_Hispanic,2393,50-59,Female,1,4,0.25,1.0
Latino_Hispanic,7950,60-69,Male,0,4,0.0,1.0
Latino_Hispanic,7731,60-69,Male,0,4,0.0,1.0
Latino_Hispanic,3207,60-69,Male,0,4,0.0,1.0
Latino_Hispanic,5485,60-69,Male,0,4,0.0,1.0
Latino_Hispanic,7485,60-69,Male,0,4,0.0,1.0
Latino_Hispanic,1560,60-69,Female,0,4,0.0,1.0
Latino_Hispanic,5883,60-69,Female,0,4,0.0,1.0
Latino_Hispanic,3786,60-69,Female,0,4,0.0,1.0
Latino_Hispanic,2570,60-69,Female,0,4,0.0,1.0
Latino_Hispanic,4221,60-69,Female,0,4,0.0,1.0
Latino_Hispanic,724,70+,Male,0,0,0.0,1.0
Latino_Hispanic,5909,70+,Female,0,2,0.0,1.0
Latino_Hispanic,7405,70+,Female,0,2,0.0,1.0
Latino_Hispanic,10479,70+,Female,0,2,0.0,1.0
Southeast_Asian,10782,0-2,Male,4,4,1.0,1.0
Southeast_Asian,6755,0-2,Male,3,4,0.75,1.0
Southeast_Asian,8381,0-2,Male,4,4,1.0,1.0
Southeast_Asian,9288,0-2,Male,3,4,0.75,1.0
Southeast_Asian,5020,0-2,Male,4,4,1.0,1.0
Southeast_Asian,8212,0-2,Female,3,4,0.75,1.0
Southeast_Asian,3808,0-2,Female,3,4,0.75,1.0
Southeast_Asian,8022,0-2,Female,4,4,1.0,1.0
Southeast_Asian,5971,0-2,Female,4,4,1.0,1.0
Southeast_Asian,2447,0-2,Female,4,4,1.0,1.0
Southeast_Asian,7694,3-9,Male,1,4,0.25,1.0
Southeast_Asian,1106,3-9,Male,1,4,0.25,1.0
Southeast_Asian,2969,3-9,Male,2,4,0.5,1.0
Southeast_Asian,6034,3-9,Male,2,4,0.5,1.0
Southeast_Asian,7545,3-9,Male,2,4,0.5,1.0
Southeast_Asian,8571,3-9,Female,0,4,0.0,1.0
Southeast_Asian,4170,3-9,Female,2,4,0.5,1.0
Southeast_Asian,1564,3-9,Female,0,4,0.0,1.0
Southeast_Asian,3151,3-9,Female,1,4,0.25,1.0
Southeast_Asian,10065,3-9,Female,1,4,0.25,1.0
Southeast_Asian,4263,10-19,Male,1,4,0.25,1.0
Southeast_Asian,3204,10-19,Male,0,4,0.0,1.0
Southeast_Asian,2849,10-19,Male,2,4,0.5,1.0
Southeast_Asian,2368,10-19,Male,0,4,0.0,1.0
Southeast_Asian,494,10-19,Male,1,4,0.25,1.0
Southeast_Asian,802,10-19,Female,2,4,0.5,1.0
Southeast_Asian,4705,10-19,Female,0,4,0.0,1.0
Southeast_Asian,8070,10-19,Female,1,4,0.25,1.0
Southeast_Asian,10194,10-19,Female,2,4,0.5,1.0
Southeast_Asian,1900,10-19,Female,1,4,0.25,1.0
Southeast_Asian,5624,20-29,Male,0,4,0.0,1.0
Southeast_Asian,5122,20-29,Male,0,4,0.0,1.0
Southeast_Asian,8110,20-29,Male,0,4,0.0,1.0
Southeast_Asian,7491,20-29,Male,0,4,0.0,1.0
Southeast_Asian,2058,20-29,Male,0,4,0.0,1.0
Southeast_Asian,8168,20-29,Female,2,4,0.5,1.0
Southeast_Asian,7976,20-29,Female,0,4,0.0,1.0
Southeast_Asian,4459,20-29,Female,2,4,0.5,1.0
Southeast_Asian,5543,20-29,Female,2,4,0.5,1.0
Southeast_Asian,4557,20-29,Female,0,4,0.0,1.0
Southeast_Asian,4625,30-39,Male,1,4,0.25,1.0
Southeast_Asian,2829,30-39,Male,0,4,0.0,1.0
Southeast_Asian,274,30-39,Male,1,4,0.25,1.0
Southeast_Asian,2249,30-39,Male,0,4,0.0,1.0
Southeast_Asian,7633,30-39,Male,0,4,0.0,1.0
Southeast_Asian,2720,30-39,Female,0,4,0.0,1.0
Southeast_Asian,1996,30-39,Female,1,4,0.25,1.0
Southeast_Asian,10018,30-39,Female,1,4,0.25,1.0
Southeast_Asian,9226,30-39,Female,0,4,0.0,1.0
Southeast_Asian,6233,30-39,Female,0,4,0.0,1.0
Southeast_Asian,9608,40-49,Male,1,4,0.25,1.0
Southeast_Asian,1527,40-49,Male,0,4,0.0,1.0
Southeast_Asian,5235,40-49,Male,1,4,0.25,1.0
Southeast_Asian,2727,40-49,Male,1,4,0.25,1.0
Southeast_Asian,9515,40-49,Male,1,4,0.25,1.0
Southeast_Asian,2380,40-49,Female,0,4,0.0,1.0
Southeast_Asian,9458,40-49,Female,0,4,0.0,1.0
Southeast_Asian,5442,40-49,Female,1,4,0.25,1.0
Southeast_Asian,7561,40-49,Female,0,4,0.0,1.0
Southeast_Asian,6163,40-49,Female,1,4,0.25,1.0
Southeast_Asian,9596,50-59,Male,3,4,0.75,1.0
Southeast_Asian,10061,50-59,Male,2,4,0.5,1.0
Southeast_Asian,4386,50-59,Male,1,4,0.25,1.0
Southeast_Asian,6753,50-59,Male,2,4,0.5,1.0
Southeast_Asian,10140,50-59,Male,0,4,0.0,1.0
Southeast_Asian,8112,50-59,Female,0,4,0.0,1.0
Southeast_Asian,8603,50-59,Female,2,4,0.5,1.0
Southeast_Asian,2605,50-59,Female,2,4,0.5,1.0
Southeast_Asian,9128,50-59,Female,2,4,0.5,1.0
Southeast_Asian,3419,50-59,Female,0,4,0.0,1.0
Southeast_Asian,3706,60-69,Male,2,4,0.5,1.0
Southeast_Asian,10454,60-69,Male,0,4,0.0,1.0
Southeast_Asian,3713,60-69,Male,1,4,0.25,1.0
Southeast_Asian,9109,60-69,Male,2,4,0.5,1.0
Southeast_Asian,7997,60-69,Male,1,4,0.25,1.0
Southeast_Asian,4660,60-69,Female,0,4,0.0,1.0
Southeast_Asian,3174,60-69,Female,0,4,0.0,1.0
Southeast_Asian,9181,60-69,Female,1,4,0.25,1.0
Southeast_Asian,1174,60-69,Female,2,4,0.5,1.0
Southeast_Asian,7133,60-69,Female,1,4,0.25,1.0
Southeast_Asian,4451,70+,Male,1,4,0.25,1.0
Southeast_Asian,2606,70+,Male,1,4,0.25,1.0
Southeast_Asian,6498,70+,Male,0,4,0.0,1.0
Southeast_Asian,5671,70+,Male,0,4,0.0,1.0
Southeast_Asian,4726,70+,Male,0,4,0.0,1.0
Southeast_Asian,10277,70+,Female,2,4,0.5,1.0
Southeast_Asian,6818,70+,Female,2,4,0.5,1.0
Southeast_Asian,10191,70+,Female,3,4,0.75,1.0
Southeast_Asian,9557,70+,Female,1,4,0.25,1.0
Southeast_Asian,8172,70+,Female,0,4,0.0,1.0
